Index;id;minutes;submitted;n_steps;n_ingredients;year;calories;total_fat;sugar;sodium;protein;saturated_fat;carbohydrates;healthy
115;453467;45;11/04/2011;12;11;2011;595,1;46;211;22;13;51;26;FALSE
125;475785;90;06/03/2012;17;13;2012;267;30;12;12;29;48;2;FALSE
135;503475;50;08/07/2013;10;10;2013;358,2;30;62;14;19;54;12;FALSE
136;522861;50;25/07/2015;10;8;2015;1003,8;72;21;103;69;143;37;FALSE
137;457136;40;23/05/2011;14;10;2011;708,6;52;19;24;46;104;25;FALSE
138;455351;55;07/05/2011;15;8;2011;651,8;33;12;16;32;63;33;FALSE
140;428056;150;01/06/2010;14;11;2010;33,2;0;12;25;1;0;2;FALSE
142;523359;55;27/08/2015;16;14;2015;259,7;23;18;31;34;28;4;FALSE
159;445026;68;29/12/2010;11;12;2010;484,1;42;7;32;75;31;6;FALSE
172;474769;40;22/02/2012;21;10;2012;325,2;23;7;13;34;40;10;FALSE
258;353171;75;31/01/2009;6;6;2009;1582,6;88;402;27;96;156;73;FALSE
259;354039;30;05/02/2009;15;8;2009;222,2;5;108;7;7;5;15;TRUE
262;365946;75;14/04/2009;25;11;2009;625,9;69;134;17;22;138;15;FALSE
274;356803;105;20/02/2009;18;22;2009;566,7;43;40;36;81;52;11;FALSE
292;347252;30;06/01/2009;7;17;2009;188,2;16;46;19;17;20;4;FALSE
307;487173;45;19/09/2012;30;8;2012;276;34;8;29;27;42;1;FALSE
312;356884;25;20/02/2009;12;10;2009;233;12;96;5;6;23;12;FALSE
320;447429;60;26/01/2011;24;17;2011;971,3;99;30;65;88;163;18;FALSE
326;467795;94;08/11/2011;7;8;2011;49,6;1;0;16;11;0;2;FALSE
329;513531;50;21/02/2014;26;18;2014;291,5;13;85;25;13;7;16;TRUE
332;435497;50;19/08/2010;8;10;2010;339,3;34;28;8;15;27;10;FALSE
333;392158;50;28/09/2009;12;13;2009;323,5;13;9;32;40;12;13;TRUE
335;505132;50;01/08/2013;18;5;2013;150;11;73;4;4;23;6;FALSE
336;399278;30;13/11/2009;7;10;2009;190,8;29;7;62;2;13;1;FALSE
341;357497;62;23/02/2009;9;9;2009;340,7;13;207;6;4;9;21;TRUE
363;369169;30;04/05/2009;10;10;2009;166,8;12;14;12;14;21;5;FALSE
371;419921;60;12/04/2010;15;13;2010;112,4;4;37;5;5;7;6;TRUE
372;368320;25;28/04/2009;9;5;2009;552,2;54;53;13;36;95;13;FALSE
373;392150;21;28/09/2009;5;12;2009;23,3;0;11;4;1;0;1;FALSE
375;408907;30;18/01/2010;14;8;2010;633,3;51;17;43;50;102;19;FALSE
376;371961;35;14/05/2009;10;10;2009;176,3;11;66;4;4;22;8;FALSE
381;495344;30;11/02/2013;4;10;2013;268,2;14;43;17;26;5;15;FALSE
389;463219;25;28/08/2011;8;11;2011;540,7;39;20;34;44;78;18;FALSE
399;391390;60;22/09/2009;8;9;2009;500,7;12;56;52;52;10;27;FALSE
404;480776;35;10/06/2012;13;4;2012;52;4;3;2;9;5;0;FALSE
406;443640;50;06/12/2010;19;13;2010;389,9;29;137;15;8;14;16;FALSE
435;437637;70;17/09/2010;10;10;2010;460,9;26;217;14;9;53;24;FALSE
440;384264;56;05/08/2009;11;10;2009;558,7;69;7;29;58;98;2;FALSE
442;422291;120;30/04/2010;18;11;2010;352,3;25;8;28;36;43;11;FALSE
443;427531;21;28/05/2010;9;9;2010;157,9;8;34;2;8;8;8;FALSE
448;444320;30;16/12/2010;12;13;2010;703;89;8;34;72;117;2;FALSE
450;376813;40;11/06/2009;9;10;2009;316,1;5;16;2;22;4;19;FALSE
454;407516;45;09/01/2010;11;10;2010;59,5;4;1;4;5;7;1;FALSE
456;354047;40;05/02/2009;16;11;2009;167,3;8;8;11;12;5;8;FALSE
461;390230;90;14/09/2009;34;22;2009;126,4;7;7;4;19;6;4;FALSE
462;401605;50;28/11/2009;7;10;2009;548,5;41;212;8;11;56;24;FALSE
464;393988;55;11/10/2009;10;14;2009;415,8;26;126;12;12;45;20;FALSE
465;360444;80;12/03/2009;8;17;2009;1074,7;105;41;46;129;88;14;FALSE
467;446452;30;13/01/2011;10;9;2011;168,2;8;31;6;7;18;9;FALSE
469;440388;35;26/10/2010;13;7;2010;390,5;36;8;59;54;58;5;FALSE
471;484992;60;07/08/2012;11;8;2012;416,5;27;147;10;10;39;20;FALSE
476;361927;30;20/03/2009;9;9;2009;749,2;81;6;178;51;163;12;FALSE
477;450466;65;10/03/2011;7;6;2011;317,8;42;8;58;9;19;6;FALSE
478;439143;70;11/10/2010;20;15;2010;462,6;26;13;42;56;22;14;FALSE
482;409229;45;19/01/2010;8;5;2010;386,7;15;17;1;15;19;22;TRUE
493;408303;45;13/01/2010;9;11;2010;283,1;3;72;24;17;3;21;FALSE
496;481157;60;18/06/2012;13;12;2012;524,6;39;47;43;61;50;14;FALSE
503;432027;75;06/07/2010;4;5;2010;954,5;48;572;38;48;129;49;TRUE
508;395202;70;18/10/2009;7;13;2009;772;30;150;33;58;41;36;FALSE
512;368878;45;01/05/2009;14;11;2009;591,2;48;201;10;12;78;25;FALSE
524;411859;75;05/02/2010;15;17;2010;188,9;2;9;12;13;1;12;FALSE
525;382731;45;24/07/2009;10;12;2009;313,5;24;110;11;6;43;14;FALSE
537;402351;35;03/12/2009;9;12;2009;522;38;35;32;64;55;13;FALSE
539;489707;105;03/11/2012;22;20;2012;182,1;10;25;39;11;5;8;FALSE
545;496766;25;06/03/2013;15;5;2013;381,7;56;1;42;25;34;0;FALSE
551;437219;95;13/09/2010;9;11;2010;498,8;21;30;90;19;38;29;FALSE
552;467076;155;30/10/2011;9;8;2011;374,2;42;96;10;13;76;8;FALSE
556;387488;45;27/08/2009;11;12;2009;426,6;41;23;48;25;22;11;FALSE
573;532472;55;06/07/2017;10;16;2017;916,8;82;57;29;48;49;31;FALSE
580;383339;75;29/07/2009;25;15;2009;546,9;46;23;25;54;93;13;FALSE
596;423516;40;06/05/2010;6;13;2010;115,8;6;11;0;5;3;6;FALSE
597;418756;75;02/04/2010;14;19;2010;305,4;19;165;50;5;57;15;FALSE
630;438092;90;23/09/2010;9;6;2010;47,6;0;17;6;5;0;3;TRUE
634;449891;60;02/03/2011;3;7;2011;162,6;8;63;4;3;15;9;TRUE
636;473002;135;25/01/2012;36;15;2012;495,2;44;25;25;79;50;5;FALSE
639;361328;43;16/03/2009;8;7;2009;666;11;199;9;7;5;48;FALSE
640;376660;35;10/06/2009;6;14;2009;173,6;18;24;7;8;39;5;FALSE
644;375362;25;01/06/2009;3;5;2009;262,4;13;81;18;7;19;14;FALSE
653;420409;30;14/04/2010;7;10;2010;258;18;106;8;3;19;12;FALSE
656;435816;80;24/08/2010;29;14;2010;907;67;212;22;24;107;40;FALSE
666;454944;65;03/05/2011;25;18;2011;172,2;7;4;2;8;14;9;TRUE
669;392350;45;28/09/2009;8;7;2009;19,2;0;6;0;2;0;1;FALSE
683;426696;30;21/05/2010;9;13;2010;216,2;3;18;21;23;2;12;FALSE
688;436082;80;27/08/2010;46;15;2010;1316,6;80;41;89;52;92;62;FALSE
689;407659;90;11/01/2010;6;10;2010;266,1;5;12;17;28;2;15;FALSE
695;407471;60;08/01/2010;16;9;2010;366,9;24;47;14;8;20;17;FALSE
696;367828;35;25/04/2009;3;9;2009;339,3;6;10;73;18;11;21;TRUE
700;483908;32;20/07/2012;5;8;2012;3,9;0;0;0;0;0;0;FALSE
707;470837;25;30/12/2011;17;11;2011;559,2;40;25;11;37;36;20;FALSE
709;422277;40;30/04/2010;15;11;2010;521,2;34;42;29;59;50;15;FALSE
711;468143;30;13/11/2011;10;3;2011;172,3;18;35;5;5;29;5;FALSE
722;365158;45;09/04/2009;13;9;2009;1124,9;81;27;48;130;157;31;FALSE
723;484526;64;29/07/2012;39;9;2012;118,3;0;4;0;5;0;9;TRUE
731;480558;125;05/06/2012;5;3;2012;304,1;13;121;3;13;9;19;TRUE
733;391705;55;24/09/2009;5;14;2009;26,8;0;11;5;2;0;1;FALSE
750;459738;40;30/06/2011;16;8;2011;46;0;8;28;6;0;2;FALSE
751;458929;122;17/06/2011;5;6;2011;7,8;0;3;2;0;0;0;FALSE
752;458729;35;14/06/2011;6;6;2011;46,3;3;6;6;5;1;1;FALSE
753;447710;50;31/01/2011;6;4;2011;462,3;47;25;44;33;52;9;FALSE
754;374271;30;26/05/2009;11;9;2009;173,9;15;9;15;10;28;5;FALSE
757;420931;50;19/04/2010;9;10;2010;218,2;17;9;26;37;21;3;FALSE
770;493178;40;07/01/2013;9;10;2013;533,8;13;61;20;68;11;27;TRUE
773;378067;25;22/06/2009;5;4;2009;214,9;9;0;8;41;8;6;FALSE
781;407947;130;12/01/2010;10;8;2010;271;21;25;13;50;23;3;FALSE
782;389672;75;10/09/2009;14;11;2009;217,6;13;83;7;5;26;10;FALSE
790;401283;50;25/11/2009;7;11;2009;257;14;14;17;18;16;10;FALSE
800;385464;155;17/08/2009;5;4;2009;347,9;5;97;6;28;10;21;TRUE
801;385460;125;17/08/2009;2;3;2009;249,6;3;13;10;15;3;15;TRUE
807;478546;30;26/04/2012;26;6;2012;19,1;0;8;3;3;1;1;FALSE
810;433667;35;28/07/2010;12;11;2010;951,8;31;70;75;68;16;57;FALSE
811;351229;25;22/01/2009;7;9;2009;131,9;9;38;16;5;17;5;FALSE
827;390932;40;21/09/2009;28;6;2009;170,3;2;6;13;11;1;11;TRUE
841;509443;55;13/11/2013;8;6;2013;358,5;38;2;20;53;64;1;FALSE
849;359203;35;05/03/2009;16;8;2009;344,6;40;0;3;51;56;0;FALSE
856;531143;30;12/04/2017;15;13;2017;508,4;29;31;94;49;14;20;FALSE
863;482111;25;03/07/2012;2;4;2012;80,4;1;51;2;8;3;4;TRUE
874;417632;25;23/03/2010;20;12;2010;713,9;22;109;31;63;16;41;TRUE
879;468112;135;13/11/2011;2;6;2011;15;2;2;9;0;0;0;FALSE
880;458576;75;12/06/2011;18;6;2011;93,5;2;9;6;6;1;6;TRUE
890;382300;40;21/07/2009;18;7;2009;1132,4;14;128;50;84;9;80;TRUE
893;430121;25;17/06/2010;10;10;2010;33,4;2;4;2;1;4;1;FALSE
897;436030;27;26/08/2010;25;6;2010;182,8;5;9;13;11;2;11;TRUE
902;486979;75;16/09/2012;17;6;2012;196,7;5;22;15;12;2;12;TRUE
920;381713;35;15/07/2009;10;6;2009;202;15;3;18;41;20;1;FALSE
930;472955;130;25/01/2012;11;7;2012;29,1;0;27;62;0;0;2;FALSE
938;525649;75;19/01/2016;9;17;2016;69,5;2;28;26;3;1;4;FALSE
945;392598;25;30/09/2009;8;7;2009;408,9;14;1;24;65;10;14;TRUE
993;364761;120;06/04/2009;12;10;2009;893,4;47;10;27;94;41;40;FALSE
994;489337;45;26/10/2012;16;8;2012;206,2;14;12;2;47;11;2;FALSE
998;357228;40;22/02/2009;14;12;2009;208,5;13;71;11;6;25;10;FALSE
1000;400187;90;18/11/2009;8;10;2009;60,4;5;14;17;2;6;2;FALSE
1007;503440;80;08/07/2013;9;10;2013;1911,6;24;331;157;52;23;143;TRUE
1009;450534;65;11/03/2011;6;6;2011;173,9;8;26;15;12;6;8;TRUE
1011;400903;75;23/11/2009;4;10;2009;482,4;31;153;10;11;12;24;FALSE
1015;454763;75;01/05/2011;10;14;2011;549,1;46;202;17;11;32;22;FALSE
1019;394049;60;11/10/2009;23;8;2009;584;54;15;39;36;73;15;FALSE
1030;366895;40;20/04/2009;11;8;2009;567,4;55;17;104;52;80;11;FALSE
1032;392368;55;28/09/2009;10;10;2009;42,6;0;20;13;3;0;3;TRUE
1035;388578;80;03/09/2009;10;11;2009;463,5;35;138;9;14;44;20;FALSE
1036;360881;65;15/03/2009;10;9;2009;326,9;23;1;34;22;27;11;FALSE
1037;461437;130;02/08/2011;3;3;2011;551,6;13;402;5;16;27;38;TRUE
1039;431624;50;01/07/2010;7;15;2010;406,5;25;27;35;53;33;13;FALSE
1041;453243;40;07/04/2011;5;4;2011;370;23;4;32;54;28;10;FALSE
1057;420062;127;12/04/2010;7;5;2010;210,4;0;209;0;0;0;18;FALSE
1058;448508;25;09/02/2011;10;8;2011;72,2;1;55;0;1;1;5;TRUE
1072;395471;25;19/10/2009;14;9;2009;112,2;5;15;4;4;10;5;FALSE
1073;458255;30;07/06/2011;9;6;2011;82,7;7;2;18;14;7;1;FALSE
1074;458467;25;10/06/2011;16;13;2011;71,8;2;12;5;3;1;4;FALSE
1108;472957;24;25/01/2012;10;8;2012;340,9;25;78;6;14;9;14;FALSE
1111;432997;25;23/07/2010;4;5;2010;501,9;28;22;28;66;43;16;FALSE
1118;478604;30;27/04/2012;6;6;2012;29;0;5;0;1;0;1;FALSE
1130;385415;60;17/08/2009;8;14;2009;66,4;0;40;3;4;0;4;FALSE
1131;516214;25;27/05/2014;7;9;2014;277,4;14;28;17;21;20;12;FALSE
1132;362558;136;24/03/2009;10;6;2009;738,2;70;12;52;98;99;9;FALSE
1159;502982;25;03/07/2013;17;20;2013;370,3;6;17;14;26;2;23;FALSE
1165;403839;60;15/12/2009;17;12;2009;378,4;21;161;15;7;24;20;FALSE
1167;390745;90;17/09/2009;9;17;2009;290,8;18;21;57;36;19;9;FALSE
1168;391156;30;21/09/2009;20;15;2009;229;13;31;13;21;21;8;FALSE
1169;459271;65;23/06/2011;24;8;2011;537,4;52;2;137;104;58;0;FALSE
1180;460167;25;10/07/2011;13;10;2011;805,1;80;13;78;91;108;11;FALSE
1182;377279;60;15/06/2009;10;8;2009;124,6;18;6;5;3;19;1;FALSE
1187;482075;30;03/07/2012;12;12;2012;129,7;2;109;12;2;0;10;TRUE
1188;390750;90;17/09/2009;6;14;2009;128,5;0;21;7;9;0;9;FALSE
1191;484819;104;04/08/2012;11;14;2012;370,9;46;32;16;16;72;6;FALSE
1195;416640;30;15/03/2010;6;7;2010;269,7;14;107;5;20;21;11;FALSE
1198;388488;65;02/09/2009;12;14;2009;185,8;7;9;27;58;3;1;FALSE
1208;368280;65;28/04/2009;12;14;2009;1114;79;305;37;34;74;50;FALSE
1210;474805;30;22/02/2012;13;9;2012;114,5;12;6;12;15;23;0;FALSE
1216;407166;30;06/01/2010;8;14;2010;267,2;26;7;21;36;42;3;FALSE
1219;353419;40;02/02/2009;9;6;2009;436,5;19;41;29;43;30;19;TRUE
1222;430737;70;23/06/2010;14;15;2010;618,2;44;6;27;81;54;16;FALSE
1229;406746;90;04/01/2010;6;12;2010;543,5;51;11;26;35;73;14;FALSE
1247;362546;40;24/03/2009;6;3;2009;1159,4;154;0;106;113;201;1;FALSE
1250;468765;45;22/11/2011;9;3;2011;38,1;0;13;0;3;0;2;TRUE
1251;427261;27;26/05/2010;12;4;2010;146,6;7;23;13;5;6;7;FALSE
1255;503736;50;10/07/2013;17;4;2013;297,2;12;0;0;19;21;16;TRUE
1259;525818;25;01/02/2016;12;3;2016;98,4;8;37;2;5;5;3;FALSE
1263;472014;45;16/01/2012;6;3;2012;235,8;15;95;10;5;21;12;FALSE
1267;520809;65;26/01/2015;37;19;2015;776;74;235;26;16;144;27;FALSE
1271;366824;60;20/04/2009;12;7;2009;440,1;30;116;28;13;66;20;FALSE
1274;464692;75;22/09/2011;25;12;2011;538,2;55;15;34;73;76;6;FALSE
1276;423528;85;06/05/2010;19;17;2010;849,7;68;18;89;79;96;23;FALSE
1292;351678;65;23/01/2009;3;6;2009;88,5;12;2;4;6;23;0;FALSE
1294;408575;35;15/01/2010;13;12;2010;552,7;19;26;0;20;9;34;FALSE
1296;377398;25;16/06/2009;6;5;2009;224;21;0;2;45;24;0;FALSE
1313;354495;100;07/02/2009;10;12;2009;495,9;46;56;74;69;53;7;FALSE
1319;406581;30;03/01/2010;6;11;2010;159,9;3;23;22;17;2;9;FALSE
1320;509998;35;27/11/2013;16;12;2013;1150;98;19;96;90;195;32;FALSE
1321;377090;55;14/06/2009;10;9;2009;514,1;59;15;43;45;110;6;FALSE
1326;376726;120;10/06/2009;18;20;2009;784,5;66;252;17;16;92;30;FALSE
1331;448832;25;15/02/2011;5;3;2011;432,3;29;152;22;7;42;21;FALSE
1338;406595;145;03/01/2010;39;14;2010;963;113;192;14;26;227;27;FALSE
1360;353212;40;31/01/2009;6;8;2009;344,6;13;100;5;57;9;11;TRUE
1387;446919;40;20/01/2011;6;8;2011;375,2;27;1;23;58;34;8;FALSE
1390;413288;30;16/02/2010;7;10;2010;375,4;3;39;38;63;2;18;TRUE
1394;406737;30;04/01/2010;8;6;2010;118,1;10;11;6;2;4;4;FALSE
1423;400025;50;18/11/2009;20;12;2009;856,9;64;6;51;61;124;30;FALSE
1426;513291;40;13/02/2014;4;16;2014;146,7;14;7;27;12;19;3;FALSE
1427;481786;35;28/06/2012;13;24;2012;234,5;12;41;18;22;13;9;FALSE
1432;409187;70;18/01/2010;6;4;2010;771,6;65;17;111;68;71;22;FALSE
1450;506106;40;22/08/2013;11;11;2013;140,9;12;13;22;22;20;1;FALSE
1464;365962;55;14/04/2009;14;14;2009;67,7;7;3;7;8;12;0;FALSE
1468;420191;60;13/04/2010;21;13;2010;544,5;39;36;46;60;75;15;FALSE
1484;436673;30;05/09/2010;8;10;2010;55,1;6;1;3;6;5;0;FALSE
1485;384194;40;04/08/2009;11;10;2009;342,1;30;9;14;55;22;4;FALSE
1501;400885;35;23/11/2009;18;8;2009;287,6;24;29;27;24;42;8;FALSE
1507;380561;30;07/07/2009;11;8;2009;218,8;26;54;4;3;58;5;FALSE
1515;369773;45;05/05/2009;19;15;2009;458,5;51;7;20;53;77;3;FALSE
1517;351041;90;21/01/2009;29;21;2009;552,1;46;22;23;64;78;13;FALSE
1526;358867;50;03/03/2009;10;12;2009;676,2;43;11;31;53;84;25;FALSE
1547;537485;45;12/11/2018;21;5;2018;52,8;3;0;4;1;1;2;FALSE
1554;353260;50;01/02/2009;2;7;2009;652,5;80;144;9;17;159;16;FALSE
1561;468767;50;22/11/2011;17;9;2011;596;45;32;39;91;73;11;FALSE
1602;458685;65;13/06/2011;19;11;2011;521,9;52;27;17;85;49;2;FALSE
1615;375870;70;06/06/2009;20;6;2009;223,8;8;12;14;54;7;4;FALSE
1626;354012;30;05/02/2009;13;12;2009;50,1;1;13;7;12;1;1;FALSE
1628;444611;27;21/12/2010;17;5;2010;113,2;12;31;3;1;19;3;FALSE
1629;388422;135;02/09/2009;11;8;2009;377,7;36;129;10;7;65;13;FALSE
1639;531144;35;12/04/2017;18;14;2017;410,4;28;126;67;26;13;19;FALSE
1642;385071;55;11/08/2009;8;6;2009;349,7;31;7;2;16;63;11;FALSE
1661;378058;22;22/06/2009;7;6;2009;180,2;15;0;16;7;31;6;FALSE
1663;481431;86;23/06/2012;10;12;2012;1034,7;99;57;64;145;121;12;FALSE
1666;386882;30;24/08/2009;7;7;2009;151,1;9;16;4;29;8;3;FALSE
1671;443719;90;07/12/2010;23;10;2010;848,3;75;22;68;67;53;22;FALSE
1684;358600;45;02/03/2009;12;7;2009;313,2;19;145;10;5;40;16;FALSE
1686;376839;83;11/06/2009;33;19;2009;719;71;230;10;14;117;26;FALSE
1689;473574;135;05/02/2012;8;14;2012;194,6;12;15;19;14;13;7;FALSE
1694;357076;50;22/02/2009;12;13;2009;484,4;40;5;21;45;78;13;FALSE
1710;472184;60;17/01/2012;70;14;2012;45,4;0;19;1;4;0;3;FALSE
1718;391589;60;23/09/2009;11;9;2009;446,3;50;8;25;42;93;5;FALSE
1721;400698;30;22/11/2009;11;7;2009;216,8;21;76;2;4;38;7;FALSE
1746;375862;50;06/06/2009;22;11;2009;209,7;8;22;3;11;4;12;FALSE
1760;535021;25;29/01/2018;38;15;2018;677,1;63;32;54;40;84;21;FALSE
1768;496614;25;04/03/2013;16;4;2013;197,1;18;19;14;5;29;6;FALSE
1794;487467;25;24/09/2012;3;9;2012;363,2;13;30;49;49;12;16;FALSE
1796;499804;165;03/05/2013;23;10;2013;404,3;46;8;23;52;57;1;FALSE
1813;371917;112;13/05/2009;7;12;2009;223;8;18;10;13;5;12;FALSE
1814;374600;147;27/05/2009;12;10;2009;82,8;2;13;9;4;1;4;FALSE
1818;387435;105;27/08/2009;22;9;2009;243,3;16;17;10;10;14;10;FALSE
1819;450975;160;16/03/2011;29;13;2011;453;28;25;205;100;34;4;FALSE
1823;360435;95;12/03/2009;19;7;2009;109,9;3;8;4;5;7;6;TRUE
1832;412761;30;12/02/2010;8;9;2010;1677,7;178;266;23;82;322;40;FALSE
1835;354729;25;09/02/2009;10;13;2009;167,5;9;9;14;16;14;6;FALSE
1842;365478;55;12/04/2009;12;7;2009;663,3;60;37;56;61;113;15;FALSE
1847;468996;50;28/11/2011;9;11;2011;385,2;42;23;23;28;72;8;FALSE
1848;397172;45;30/10/2009;14;6;2009;1085,8;146;154;8;28;285;15;FALSE
1857;411729;80;04/02/2010;20;17;2010;522,7;35;29;75;72;52;14;FALSE
1867;496779;35;06/03/2013;10;16;2013;267;13;36;42;54;6;5;FALSE
1871;376722;120;10/06/2009;13;8;2009;72,8;11;2;0;3;19;1;FALSE
1880;408402;70;13/01/2010;13;6;2010;385,8;42;108;11;13;80;9;FALSE
1904;461481;32;02/08/2011;11;15;2011;1326,6;76;55;102;117;99;53;FALSE
1919;361446;45;17/03/2009;4;6;2009;316,5;12;23;32;44;12;12;FALSE
1924;501307;75;03/06/2013;25;11;2013;483,8;40;16;13;24;33;16;FALSE
1937;424409;30;10/05/2010;8;13;2010;690,6;55;42;94;54;56;18;FALSE
1940;429949;35;16/06/2010;26;9;2010;770,4;62;70;90;97;62;18;FALSE
1948;393717;60;08/10/2009;12;11;2009;718,3;62;23;55;75;63;14;FALSE
1955;394202;55;12/10/2009;10;9;2009;1643,7;63;511;64;43;20;104;FALSE
1956;440717;55;28/10/2010;23;20;2010;689,8;45;15;22;97;52;11;FALSE
1957;407621;60;10/01/2010;11;10;2010;435,3;21;196;37;13;39;22;FALSE
1970;502749;75;01/07/2013;9;10;2013;206,6;6;44;47;54;4;4;TRUE
1992;385170;30;12/08/2009;11;7;2009;213,6;18;68;6;10;40;7;FALSE
1996;413636;30;19/02/2010;15;8;2010;279;9;165;1;9;5;18;TRUE
2004;412075;120;08/02/2010;8;10;2010;217,1;11;38;0;7;2;5;FALSE
2005;417845;105;24/03/2010;23;16;2010;626,7;66;121;13;22;128;19;FALSE
2006;351897;45;26/01/2009;7;12;2009;70,9;0;24;9;9;0;5;FALSE
2017;401163;50;24/11/2009;18;10;2009;368;37;25;23;19;72;10;FALSE
2021;451250;40;21/03/2011;9;13;2011;1498,2;70;551;109;61;36;88;TRUE
2029;371896;30;13/05/2009;2;8;2009;101,6;6;29;0;5;2;6;TRUE
2077;401826;30;30/11/2009;12;12;2009;370,6;14;25;38;37;12;17;FALSE
2085;367586;90;24/04/2009;11;21;2009;534,4;45;56;19;75;48;10;FALSE
2088;390779;40;17/09/2009;10;7;2009;279,8;0;244;0;4;0;23;TRUE
2097;437213;50;13/09/2010;8;6;2010;554,7;35;211;9;17;49;28;FALSE
2100;427796;90;31/05/2010;13;10;2010;544,4;36;69;10;17;73;26;FALSE
2103;353136;75;31/01/2009;8;6;2009;609,1;38;236;6;9;91;30;FALSE
2107;483829;25;19/07/2012;7;6;2012;343,6;31;46;4;21;56;9;FALSE
2115;406992;25;05/01/2010;14;7;2010;558;32;65;42;74;45;18;FALSE
2120;397163;70;30/10/2009;14;10;2009;515,2;24;146;13;22;25;28;TRUE
2129;359736;30;08/03/2009;17;8;2009;487,1;45;16;26;53;55;8;FALSE
2136;443680;40;06/12/2010;12;13;2010;323,7;12;29;44;25;7;18;FALSE
2137;395888;80;21/10/2009;10;9;2009;165,7;3;17;1;6;6;12;FALSE
2139;397504;35;02/11/2009;8;9;2009;676,1;61;23;9;28;123;23;FALSE
2140;442413;35;19/11/2010;5;9;2010;187,7;13;54;5;3;11;8;TRUE
2144;518146;35;25/08/2014;31;11;2014;541,7;44;154;4;14;38;23;FALSE
2146;517683;50;04/08/2014;14;13;2014;814,6;114;7;77;55;120;4;FALSE
2155;518176;50;25/08/2014;27;14;2014;782,9;67;15;134;151;79;7;FALSE
2165;518068;35;21/08/2014;20;10;2014;337;37;38;3;9;56;9;FALSE
2167;473672;75;06/02/2012;8;7;2012;327,7;29;10;14;50;36;4;FALSE
2168;518151;45;25/08/2014;15;15;2014;271,3;15;10;15;32;9;9;FALSE
2169;518145;145;25/08/2014;22;18;2014;440,2;44;67;47;23;72;11;FALSE
2174;517764;65;08/08/2014;9;5;2014;779,3;77;4;23;48;63;19;FALSE
2175;518143;41;25/08/2014;11;11;2014;472,8;53;14;11;31;72;8;FALSE
2176;438099;85;23/09/2010;7;5;2010;63,8;10;0;0;0;4;0;FALSE
2177;518234;60;25/08/2014;30;19;2014;649,8;53;31;112;86;80;13;FALSE
2179;464610;75;20/09/2011;8;6;2011;390;28;68;40;73;36;6;FALSE
2183;397287;60;01/11/2009;17;20;2009;1095,8;86;32;60;99;108;31;FALSE
2186;517863;80;12/08/2014;28;13;2014;137,4;10;13;40;17;14;3;FALSE
2198;463168;30;27/08/2011;9;11;2011;407,4;36;35;53;15;20;14;FALSE
2203;442133;40;16/11/2010;11;6;2010;377,4;36;102;16;35;80;8;FALSE
2204;452907;60;04/04/2011;10;6;2011;411,8;32;115;0;10;55;17;FALSE
2205;476852;30;26/03/2012;3;7;2012;193,2;6;122;4;17;11;10;FALSE
2207;438754;55;04/10/2010;11;17;2010;620,6;27;66;151;30;31;34;TRUE
2210;437153;60;12/09/2010;7;9;2010;34,6;1;23;0;0;1;2;FALSE
2211;385599;85;17/08/2009;19;21;2009;379,4;14;61;27;33;11;19;FALSE
2223;354492;40;07/02/2009;4;6;2009;220,1;11;13;1;8;5;12;TRUE
2229;366306;28;16/04/2009;18;17;2009;487,4;59;68;39;25;33;9;FALSE
2236;401849;27;30/11/2009;8;10;2009;158,4;12;53;4;3;25;6;FALSE
2244;407577;50;10/01/2010;7;12;2010;105,3;7;40;4;3;2;5;FALSE
2245;390307;40;14/09/2009;12;8;2009;391;22;7;21;38;26;15;FALSE
2248;486754;45;12/09/2012;11;8;2012;809,6;55;20;30;55;67;29;FALSE
2249;429869;45;15/06/2010;12;7;2010;320,4;34;3;5;7;59;8;FALSE
2253;498402;40;02/04/2013;8;6;2013;315,1;20;134;5;7;40;16;FALSE
2262;366310;135;16/04/2009;11;10;2009;229,2;8;29;10;11;16;13;TRUE
2293;496542;55;04/03/2013;8;5;2013;353,6;50;12;30;17;104;2;FALSE
2304;502451;40;27/06/2013;3;9;2013;88,3;0;62;18;1;0;5;FALSE
2308;502254;32;24/06/2013;14;8;2013;898,3;122;111;58;28;103;10;FALSE
2316;489497;145;29/10/2012;34;12;2012;785,8;87;154;19;26;173;25;FALSE
2327;468084;65;13/11/2011;11;9;2011;306,9;20;111;14;14;25;13;FALSE
2341;438249;65;27/09/2010;7;6;2010;565,8;42;18;38;64;80;15;FALSE
2353;374443;35;26/05/2009;10;9;2009;549,8;47;20;33;67;72;10;FALSE
2358;392308;110;28/09/2009;10;8;2009;794,5;82;1;10;126;75;0;FALSE
2361;353846;40;04/02/2009;7;5;2009;328,5;31;9;22;43;16;4;FALSE
2363;487800;50;29/09/2012;15;11;2012;225,9;24;7;21;24;12;2;FALSE
2366;366307;110;16/04/2009;17;7;2009;643,5;74;7;22;30;137;13;FALSE
2370;399771;60;17/11/2009;10;6;2009;206,7;21;23;19;20;39;3;FALSE
2375;381990;100;19/07/2009;12;14;2009;486,4;36;12;18;54;69;13;FALSE
2376;421480;70;24/04/2010;14;12;2010;145,1;6;3;11;7;2;6;TRUE
2378;359391;60;06/03/2009;14;11;2009;92,7;6;19;22;10;10;3;FALSE
2379;354476;50;07/02/2009;9;4;2009;64;5;13;1;7;9;2;FALSE
