Index;id;minutes;submitted;n_steps;n_ingredients;year;calories;total_fat;sugar;sodium;protein;saturated_fat;carbohydrates;healthy
126262;440546;25;26/10/2010;20;12;2010;381;28;10;19;57;14;7;FALSE
126269;452828;60;03/04/2011;15;8;2011;389,7;17;72;30;39;15;10;TRUE
126271;356429;45;18/02/2009;9;8;2009;109,1;8;15;3;8;17;4;FALSE
126273;350623;75;20/01/2009;10;9;2009;89;1;35;5;4;0;6;TRUE
126289;356543;45;18/02/2009;6;4;2009;242,9;9;105;13;6;8;14;TRUE
126299;444582;45;21/12/2010;9;7;2010;526;69;24;32;46;101;2;FALSE
126300;371252;40;10/05/2009;6;7;2009;52,5;3;7;3;5;6;1;FALSE
126311;361345;30;16/03/2009;5;8;2009;105;0;30;10;6;0;7;TRUE
126325;444454;25;19/12/2010;7;8;2010;287,9;26;9;6;46;33;2;FALSE
126330;366229;55;16/04/2009;18;9;2009;168,2;13;18;17;24;16;3;FALSE
126340;364220;40;02/04/2009;4;8;2009;609,9;49;194;17;17;29;25;FALSE
126344;461292;35;01/08/2011;7;13;2011;155,6;4;54;8;6;1;10;TRUE
126345;356857;45;20/02/2009;9;10;2009;187,4;2;55;24;11;1;13;TRUE
126352;349778;40;14/01/2009;9;12;2009;88,4;4;17;21;8;5;4;FALSE
126366;396106;40;23/10/2009;9;9;2009;255,5;2;99;39;15;3;19;FALSE
126371;418750;90;02/04/2010;8;10;2010;170,8;0;93;0;5;0;13;TRUE
126383;401768;60;29/11/2009;12;6;2009;188;1;88;17;21;3;11;TRUE
126392;466523;90;22/10/2011;10;16;2011;389,1;24;22;36;41;39;13;FALSE
126408;411708;35;04/02/2010;18;12;2010;347,3;21;38;41;67;32;6;FALSE
126426;390157;30;14/09/2009;5;12;2009;162,5;8;49;5;5;15;9;TRUE
126432;362172;30;22/03/2009;8;9;2009;27,2;0;8;2;1;0;1;TRUE
126433;376911;50;12/06/2009;11;7;2009;168,2;9;43;23;25;16;5;FALSE
126456;409993;150;25/01/2010;15;14;2010;222,4;1;69;3;13;1;15;FALSE
126463;360711;50;14/03/2009;8;11;2009;293,1;10;49;22;20;7;18;TRUE
126466;407292;85;07/01/2010;10;10;2010;437,6;35;32;29;20;26;15;FALSE
126468;390474;40;16/09/2009;8;17;2009;309,1;9;22;14;45;8;14;TRUE
126470;387241;45;26/08/2009;9;5;2009;75,4;0;0;13;13;1;3;TRUE
126505;439615;70;16/10/2010;9;9;2010;326,6;14;11;49;59;20;9;TRUE
126518;352939;25;29/01/2009;9;3;2009;172,6;0;7;1;12;0;12;TRUE
126522;378620;55;23/06/2009;12;10;2009;114;0;77;5;3;1;9;FALSE
126528;353956;50;04/02/2009;12;13;2009;296,4;15;9;8;37;12;11;FALSE
126542;426683;30;21/05/2010;10;10;2010;284,2;16;27;6;50;16;7;FALSE
126548;357835;55;25/02/2009;15;18;2009;324,2;22;38;15;60;26;6;FALSE
126550;375809;55;04/06/2009;6;11;2009;208,5;13;63;5;8;6;9;FALSE
126565;359053;25;04/03/2009;5;11;2009;348,6;34;15;49;61;26;1;FALSE
126596;456231;40;16/05/2011;10;7;2011;133;13;13;9;2;6;4;FALSE
126637;461954;32;09/08/2011;6;9;2011;307,2;7;10;43;63;5;10;FALSE
126690;489787;50;05/11/2012;16;10;2012;533;20;9;69;32;24;22;TRUE
126691;357308;55;22/02/2009;4;9;2009;206,1;14;13;27;40;14;3;FALSE
126694;372082;25;15/05/2009;7;5;2009;32;0;0;0;5;0;2;FALSE
126697;454154;45;20/04/2011;5;5;2011;131,8;3;8;2;6;1;8;TRUE
126700;360650;25;12/03/2009;8;9;2009;289,3;31;31;11;23;29;5;FALSE
126722;363505;55;29/03/2009;13;11;2009;651,2;59;29;100;89;92;10;FALSE
126723;402877;50;08/12/2009;10;9;2009;122,2;1;19;7;9;2;8;FALSE
126725;372391;75;17/05/2009;6;11;2009;174,3;3;23;10;13;2;11;FALSE
126726;409148;60;18/01/2010;11;6;2010;219,5;0;49;12;6;0;16;FALSE
126727;476866;45;26/03/2012;4;8;2012;118;2;51;0;4;3;7;TRUE
126728;420839;80;19/04/2010;7;13;2010;127,8;5;31;9;5;2;7;TRUE
126759;416817;45;16/03/2010;13;15;2010;257,6;14;20;5;50;12;4;FALSE
126788;399157;55;12/11/2009;13;12;2009;245,2;12;61;9;11;4;12;FALSE
126791;397531;135;02/11/2009;4;11;2009;172;2;13;10;17;1;11;FALSE
126794;348520;135;09/01/2009;12;12;2009;55,6;1;18;4;4;0;3;FALSE
126819;350123;28;16/01/2009;10;11;2009;1643,1;77;292;32;138;40;84;FALSE
126822;354109;25;06/02/2009;12;9;2009;177,7;2;8;13;16;1;10;FALSE
126824;364976;30;08/04/2009;12;12;2009;241,5;17;62;6;33;11;7;FALSE
126832;440966;70;01/11/2010;7;16;2010;320,7;23;37;6;51;27;6;FALSE
126836;359192;80;05/03/2009;22;16;2009;791,7;47;47;27;71;71;30;FALSE
126852;381129;65;12/07/2009;5;8;2009;164,3;2;28;9;9;2;11;TRUE
126853;433928;28;01/08/2010;10;11;2010;298,3;22;73;5;7;23;13;FALSE
126860;386332;60;20/08/2009;16;4;2009;15,2;0;14;0;0;0;1;FALSE
126886;382582;25;23/07/2009;11;11;2009;141;12;38;1;10;6;5;FALSE
126892;364622;30;05/04/2009;5;9;2009;54;2;5;2;3;3;2;FALSE
126905;464428;45;18/09/2011;11;13;2011;454,7;45;21;60;67;53;4;FALSE
126908;458721;65;14/06/2011;5;12;2011;565,9;70;4;28;66;115;1;FALSE
126911;411427;28;02/02/2010;12;6;2010;153,9;22;1;5;9;44;1;FALSE
126912;450257;30;08/03/2011;8;6;2011;140,9;19;6;0;10;22;1;FALSE
126917;390719;130;17/09/2009;13;8;2009;150,1;18;10;11;12;36;1;FALSE
126918;495379;45;12/02/2013;10;9;2013;135,2;12;6;25;19;18;1;FALSE
126925;422026;50;28/04/2010;8;11;2010;162,4;22;5;9;6;46;1;FALSE
126934;448305;28;07/02/2011;9;8;2011;113,2;15;3;8;8;25;0;FALSE
126939;507597;40;07/10/2013;9;7;2013;119,5;13;13;4;7;10;2;FALSE
126941;434863;25;10/08/2010;7;11;2010;339,3;36;14;15;46;38;2;FALSE
126945;390825;25;18/09/2009;4;8;2009;349,9;33;13;15;54;31;4;FALSE
126948;352162;30;27/01/2009;11;4;2009;7,1;0;1;0;1;0;0;FALSE
126952;534802;90;04/01/2018;25;13;2018;385,1;34;9;74;71;37;2;FALSE
126954;384806;50;09/08/2009;5;16;2009;287;11;170;139;11;3;17;TRUE
126956;351931;46;26/01/2009;8;12;2009;158,4;3;8;6;9;3;9;TRUE
126957;347755;80;07/01/2009;12;10;2009;400,7;22;17;26;61;36;11;FALSE
126973;355246;27;10/02/2009;10;9;2009;159,7;3;64;5;33;2;6;FALSE
126994;382555;30;23/07/2009;5;11;2009;157,9;2;10;16;15;1;10;FALSE
126997;348282;25;08/01/2009;10;12;2009;122,9;1;56;10;7;1;9;TRUE
127007;508132;43;21/10/2013;7;11;2013;1077,9;141;52;39;91;205;5;FALSE
127018;463738;25;07/09/2011;6;5;2011;293,3;5;30;26;82;4;7;TRUE
127061;367495;22;23/04/2009;7;7;2009;271,4;9;29;17;67;7;6;TRUE
127101;409304;35;19/01/2010;5;11;2010;170,8;0;69;5;6;0;13;TRUE
127105;363153;35;27/03/2009;8;6;2009;74;0;44;0;3;0;5;TRUE
127116;436197;30;28/08/2010;7;3;2010;194,9;10;5;0;7;4;10;FALSE
127133;394591;70;13/10/2009;16;7;2009;143,3;2;5;0;7;5;9;FALSE
127154;395322;27;19/10/2009;6;11;2009;153,9;1;59;6;8;0;11;TRUE
127167;407122;50;06/01/2010;8;13;2010;185,9;6;24;11;18;4;9;TRUE
127175;454317;55;23/04/2011;10;12;2011;223,3;16;18;13;37;22;3;FALSE
127199;466038;55;13/10/2011;15;9;2011;301,5;11;24;2;17;21;17;TRUE
127204;394791;25;15/10/2009;17;14;2009;204;16;14;8;7;7;5;FALSE
127210;397294;120;01/11/2009;16;14;2009;366,9;24;27;34;58;46;9;FALSE
127224;429242;25;09/06/2010;15;15;2010;223,7;7;23;30;55;6;4;FALSE
127230;397456;30;02/11/2009;6;14;2009;253,3;2;10;10;72;1;7;TRUE
127237;399542;60;16/11/2009;23;8;2009;150,6;7;24;1;3;1;8;FALSE
127240;378441;40;23/06/2009;10;15;2009;369,2;2;38;39;34;2;24;FALSE
127247;403594;70;14/12/2009;4;7;2009;26,4;1;9;10;0;0;1;FALSE
127251;373976;40;23/05/2009;11;10;2009;157,1;8;45;8;6;14;8;FALSE
127253;384502;23;07/08/2009;11;12;2009;84,2;4;33;2;2;4;4;FALSE
127259;390357;35;15/09/2009;10;9;2009;128,1;1;9;5;8;1;8;FALSE
127266;421705;30;26/04/2010;5;9;2010;244,5;15;15;1;7;8;11;FALSE
127267;434561;65;08/08/2010;10;15;2010;91,6;4;37;4;7;2;5;FALSE
127278;417289;120;21/03/2010;18;17;2010;256,6;15;19;16;15;16;11;FALSE
127280;367886;70;25/04/2009;10;11;2009;361;32;16;20;53;44;5;FALSE
127296;388530;35;02/09/2009;9;9;2009;92,1;1;23;8;4;2;6;TRUE
127301;421040;40;20/04/2010;5;14;2010;1304,8;99;372;48;27;149;58;FALSE
127305;369977;60;05/05/2009;8;15;2009;240,7;17;58;4;11;13;10;FALSE
127306;349660;75;13/01/2009;19;9;2009;238,3;7;127;1;5;12;16;TRUE
127312;355745;30;13/02/2009;9;6;2009;139,5;11;14;5;27;13;1;FALSE
127316;356697;45;19/02/2009;15;13;2009;439,4;13;16;21;58;19;19;FALSE
127317;434054;55;03/08/2010;10;11;2010;396,9;19;13;14;41;34;16;FALSE
127321;396339;25;26/10/2009;17;13;2009;159,3;13;43;8;7;12;6;FALSE
127354;520168;50;26/12/2014;6;13;2014;83,1;0;81;0;0;0;7;FALSE
127355;429120;45;09/06/2010;4;14;2010;119,6;7;36;3;4;4;6;FALSE
127357;444175;45;14/12/2010;11;10;2010;177,6;10;11;11;30;9;4;FALSE
127358;437236;30;13/09/2010;10;9;2010;419;18;25;52;34;32;22;TRUE
127359;434732;45;10/08/2010;10;6;2010;157,9;6;21;49;42;10;2;FALSE
127360;434505;30;06/08/2010;5;9;2010;115,2;0;43;11;8;0;9;FALSE
127373;497671;90;16/03/2013;9;15;2013;391,7;27;3;30;95;29;2;FALSE
127386;420589;45;16/04/2010;24;14;2010;994,9;69;6;120;80;91;34;FALSE
127389;390365;30;15/09/2009;9;7;2009;250,2;18;130;3;1;36;12;FALSE
127392;491977;40;18/12/2012;6;12;2012;158,8;6;18;31;13;3;8;FALSE
127429;390550;60;16/09/2009;6;5;2009;379,3;42;4;23;53;56;1;FALSE
127433;410107;60;25/01/2010;23;16;2010;160,2;18;6;4;18;20;1;FALSE
127434;357404;105;23/02/2009;9;13;2009;279,2;11;27;2;27;5;13;FALSE
127435;456236;40;16/05/2011;5;6;2011;89,6;10;11;0;1;4;2;FALSE
127447;354055;35;05/02/2009;28;15;2009;620,6;61;38;22;42;32;14;FALSE
127462;360317;40;11/03/2009;18;10;2009;370,6;22;109;9;12;49;17;FALSE
127476;358780;110;03/03/2009;11;12;2009;297,2;24;61;40;30;22;8;TRUE
127497;527454;60;08/07/2016;19;12;2016;233,3;33;1;7;9;13;1;FALSE
127502;357523;45;24/02/2009;26;11;2009;124,3;10;2;7;15;13;2;FALSE
127532;395447;45;19/10/2009;21;9;2009;302,1;27;6;12;12;25;9;FALSE
127534;409749;55;22/01/2010;17;8;2010;216,9;15;9;29;20;18;7;FALSE
127578;355204;55;10/02/2009;12;9;2009;515;51;117;17;12;107;16;FALSE
127584;367825;35;25/04/2009;16;11;2009;282,8;9;123;7;8;18;17;FALSE
127589;349701;30;14/01/2009;4;6;2009;289;40;13;5;9;89;4;FALSE
127591;391170;30;21/09/2009;8;5;2009;181,9;14;87;1;4;26;7;FALSE
127604;470048;72;17/12/2011;22;7;2011;187,8;11;98;1;7;21;9;FALSE
127612;493076;35;04/01/2013;8;9;2013;294,1;8;28;21;26;11;17;TRUE
127622;385228;45;12/08/2009;11;9;2009;261,9;19;103;12;6;12;11;FALSE
127626;372953;30;19/05/2009;8;6;2009;1832,4;179;657;2;36;332;63;FALSE
127642;424681;60;11/05/2010;14;9;2010;498,2;37;20;7;27;72;19;FALSE
127647;351239;60;22/01/2009;13;9;2009;369,1;40;57;12;18;30;9;FALSE
127676;478997;55;06/05/2012;4;7;2012;425,2;50;1;40;48;64;2;FALSE
127683;410651;50;28/01/2010;5;10;2010;422,1;37;8;44;56;55;7;FALSE
127685;410633;80;28/01/2010;4;13;2010;383;15;33;22;40;18;17;FALSE
127686;510375;150;06/12/2013;10;8;2013;162,6;9;55;16;16;11;5;FALSE
127691;373058;55;20/05/2009;7;20;2009;452,7;43;30;14;77;28;3;FALSE
127695;458655;65;13/06/2011;9;9;2011;68,3;6;18;10;2;12;2;FALSE
127700;447563;70;28/01/2011;5;8;2011;186,3;10;50;8;6;5;9;FALSE
127710;464200;60;15/09/2011;13;10;2011;504,3;60;4;10;61;64;1;FALSE
127711;372732;50;19/05/2009;8;11;2009;158,6;7;12;5;8;14;8;FALSE
127719;352903;30;29/01/2009;9;4;2009;807,9;59;310;13;19;94;36;FALSE
127725;440327;60;25/10/2010;20;16;2010;334,5;35;39;29;20;20;9;FALSE
127736;382756;26;24/07/2009;14;14;2009;241,9;23;72;5;4;31;8;FALSE
127747;422793;30;03/05/2010;4;8;2010;148,2;9;19;0;9;2;6;FALSE
127750;350162;70;16/01/2009;17;10;2009;230,9;10;19;21;29;11;9;TRUE
127756;441189;70;04/11/2010;19;7;2010;441,8;28;45;10;16;55;20;FALSE
127757;482522;110;07/07/2012;10;8;2012;177,6;19;14;15;22;37;1;FALSE
127764;362849;35;25/03/2009;17;14;2009;514,3;50;18;22;78;51;3;FALSE
127767;367871;40;25/04/2009;10;9;2009;937,5;97;193;17;23;148;29;FALSE
127768;377270;45;15/06/2009;10;13;2009;326,2;31;5;23;23;28;7;FALSE
127769;427669;80;30/05/2010;8;6;2010;891,9;106;0;9;126;86;0;FALSE
127775;435316;105;18/08/2010;14;11;2010;558,8;24;22;25;60;22;23;TRUE
127783;517891;28;13/08/2014;6;8;2014;140,4;10;6;14;7;17;5;FALSE
127784;387429;90;27/08/2009;11;10;2009;266,2;14;6;17;18;28;12;FALSE
127794;388002;105;31/08/2009;7;16;2009;197;10;17;38;21;11;8;TRUE
127805;504548;35;24/07/2013;3;6;2013;100,9;6;6;2;10;8;3;FALSE
127806;355635;80;13/02/2009;19;8;2009;303,4;23;82;0;10;32;13;FALSE
127807;455309;35;06/05/2011;13;7;2011;54,1;0;5;2;3;0;3;TRUE
127817;441452;55;09/11/2010;25;16;2010;460,4;26;6;64;38;27;20;FALSE
127818;470044;30;17/12/2011;20;10;2011;963,3;72;14;35;79;144;31;FALSE
127819;532797;45;19/07/2017;13;9;2017;229,9;20;3;9;15;30;6;FALSE
127820;348349;35;08/01/2009;5;9;2009;253,4;10;21;16;35;18;9;TRUE
127821;534896;60;12/01/2018;18;14;2018;1751;177;23;87;173;329;30;FALSE
127823;514423;50;17/03/2014;9;5;2014;194,5;16;7;14;15;30;6;FALSE
127826;443293;30;01/12/2010;10;7;2010;300,9;11;36;40;32;19;14;TRUE
127827;505791;30;13/08/2013;16;8;2013;868,4;88;10;55;62;127;20;FALSE
127829;477417;50;05/04/2012;6;5;2012;692,1;35;15;32;61;68;29;TRUE
127830;507258;45;25/09/2013;19;12;2013;989,9;83;18;23;88;163;27;FALSE
127831;490034;90;09/11/2012;14;6;2012;248,5;19;2;5;18;37;8;FALSE
127833;452586;21;30/03/2011;3;5;2011;182,9;8;4;2;9;5;9;FALSE
127839;391011;30;21/09/2009;12;9;2009;526,3;30;18;21;45;57;21;FALSE
127840;407163;75;06/01/2010;12;9;2010;871,8;62;18;69;70;92;30;FALSE
127841;453095;25;05/04/2011;12;6;2011;587,8;37;17;57;86;52;15;FALSE
127842;514340;60;15/03/2014;15;11;2014;708,6;60;10;59;60;122;19;FALSE
127846;386002;60;18/08/2009;16;11;2009;263,2;11;22;20;33;20;11;FALSE
127847;364686;60;05/04/2009;15;13;2009;276,4;4;26;28;29;7;15;TRUE
127849;455169;80;05/05/2011;10;11;2011;419,1;43;1;39;52;56;4;FALSE
127850;515465;70;16/04/2014;15;13;2014;461,2;36;8;34;38;70;14;FALSE
127852;359611;80;08/03/2009;18;13;2009;1240,1;140;12;25;68;267;24;FALSE
127854;449271;60;21/02/2011;18;11;2011;811,8;74;11;44;64;146;20;FALSE
127857;370348;47;06/05/2009;13;12;2009;405,1;28;149;16;11;18;19;FALSE
127858;370114;75;06/05/2009;11;15;2009;431,7;40;105;2;12;44;15;FALSE
127862;403580;40;14/12/2009;14;9;2009;179,8;18;31;1;3;31;5;FALSE
127863;440519;35;26/10/2010;10;15;2010;679,5;56;108;17;90;42;15;FALSE
127864;468950;55;28/11/2011;8;6;2011;258,4;27;29;4;5;43;7;FALSE
127865;458065;35;06/06/2011;12;12;2011;546,7;28;77;20;23;22;28;FALSE
127875;455948;60;12/05/2011;24;15;2011;947,3;65;177;16;76;83;33;FALSE
127884;419146;24;06/04/2010;9;13;2010;154,3;14;40;2;2;6;5;FALSE
127889;370695;70;08/05/2009;7;9;2009;491,3;54;105;4;10;113;14;FALSE
127891;363112;60;27/03/2009;24;13;2009;398,2;31;116;8;9;14;16;FALSE
127893;370566;135;08/05/2009;7;8;2009;1122,2;99;221;51;49;189;38;FALSE
127896;390340;35;15/09/2009;11;5;2009;294,8;27;70;3;5;42;10;FALSE
127900;455903;80;12/05/2011;15;21;2011;750,9;65;117;66;82;48;17;FALSE
127905;457742;30;01/06/2011;8;7;2011;538,3;22;248;52;56;34;25;FALSE
127917;370589;40;08/05/2009;19;16;2009;734,4;59;42;21;102;76;13;FALSE
127926;370526;55;08/05/2009;13;5;2009;417,2;46;36;5;9;64;11;FALSE
127931;397517;76;02/11/2009;14;7;2009;85,8;9;12;0;1;15;2;FALSE
127934;377060;35;14/06/2009;7;8;2009;457,6;44;23;3;62;25;7;FALSE
127937;484466;30;28/07/2012;6;12;2012;487,2;41;7;41;30;33;15;FALSE
127940;361547;21;17/03/2009;10;9;2009;404,3;35;3;32;35;71;10;FALSE
127952;410556;50;27/01/2010;17;12;2010;762,3;56;36;28;67;110;24;FALSE
127959;412734;60;11/02/2010;9;9;2010;391,9;31;16;8;40;48;10;FALSE
127962;380106;40;03/07/2009;1;7;2009;168,7;8;23;9;17;8;7;TRUE
127970;348696;40;11/01/2009;5;6;2009;481,7;44;4;16;43;89;11;FALSE
127973;426993;50;24/05/2010;8;7;2010;303,7;1;13;6;21;1;20;FALSE
127980;478256;60;21/04/2012;12;11;2012;1182,1;57;190;66;153;100;54;FALSE
127983;432053;45;06/07/2010;9;10;2010;471,7;39;6;30;45;78;12;FALSE
127984;487930;80;01/10/2012;19;10;2012;1022,8;113;13;17;60;223;20;FALSE
127985;451594;45;25/03/2011;12;8;2011;487,4;45;12;16;58;78;8;FALSE
127988;465521;55;05/10/2011;21;19;2011;855,5;74;16;40;70;122;23;FALSE
127989;500830;55;25/05/2013;23;10;2013;547,5;44;22;24;49;87;15;FALSE
127992;354740;50;09/02/2009;17;17;2009;782,2;67;5;23;60;134;22;FALSE
127997;417008;50;18/03/2010;9;6;2010;642,2;51;30;48;77;76;14;FALSE
127999;406153;40;31/12/2009;18;10;2009;155,8;12;1;7;14;25;4;FALSE
128012;496376;30;02/03/2013;15;12;2013;470,6;48;3;43;37;98;9;FALSE
128013;385570;50;17/08/2009;5;6;2009;521,1;46;4;43;50;89;12;FALSE
128018;411755;35;04/02/2010;10;11;2010;972,8;80;27;46;106;104;25;FALSE
128020;454436;45;25/04/2011;5;6;2011;655,6;62;17;30;68;120;12;FALSE
128021;439224;70;11/10/2010;4;10;2010;250,5;22;3;20;35;28;3;FALSE
128024;468091;50;13/11/2011;15;8;2011;900,6;65;18;47;87;127;28;FALSE
128027;446163;40;11/01/2011;8;8;2011;286,2;20;16;17;33;29;8;FALSE
128031;500442;50;18/05/2013;20;15;2013;300,6;19;13;9;36;29;9;FALSE
128036;494365;30;28/01/2013;18;16;2013;484,5;37;7;30;44;70;14;FALSE
128040;411348;45;01/02/2010;9;11;2010;533,6;40;18;12;40;63;18;FALSE
128045;406750;40;04/01/2010;11;9;2010;559,5;56;8;17;66;94;7;FALSE
128055;394564;40;13/10/2009;22;10;2009;392,3;31;5;14;38;62;10;FALSE
128075;494849;55;06/02/2013;7;4;2013;353,9;32;3;21;26;65;9;FALSE
128078;357588;100;24/02/2009;9;9;2009;807,5;49;23;18;80;77;29;FALSE
128082;408836;50;18/01/2010;5;8;2010;445,4;18;81;2;27;31;23;TRUE
128084;433805;45;28/07/2010;3;9;2010;234,7;10;26;14;17;13;11;FALSE
128099;477700;25;10/04/2012;5;8;2012;256,8;16;22;103;10;16;11;FALSE
128102;347589;25;06/01/2009;7;11;2009;722,9;65;32;74;55;112;19;FALSE
128106;418372;130;29/03/2010;11;9;2010;1581,4;70;7;146;79;33;83;FALSE
128107;347201;35;06/01/2009;6;5;2009;384,4;28;23;38;46;43;10;FALSE
128128;498225;27;28/03/2013;15;7;2013;750,5;62;42;68;22;29;29;FALSE
128129;396932;45;28/10/2009;12;17;2009;243,2;14;13;13;16;17;10;FALSE
128131;363181;50;28/03/2009;3;7;2009;328,9;31;19;17;8;14;11;FALSE
128141;395605;45;19/10/2009;7;11;2009;447,9;35;37;60;53;61;11;FALSE
128148;379285;25;28/06/2009;9;10;2009;474,6;13;47;11;30;6;28;FALSE
128149;427505;35;28/05/2010;4;9;2010;460,6;32;8;20;28;64;17;FALSE
128171;422226;95;29/04/2010;16;14;2010;277,8;9;124;6;9;9;17;TRUE
128181;362081;32;21/03/2009;5;6;2009;101,3;10;26;1;2;30;3;FALSE
128191;471443;55;06/01/2012;7;18;2012;171;21;20;12;4;9;3;FALSE
128192;425584;60;15/05/2010;2;8;2010;639,8;74;9;5;79;89;3;FALSE
128193;474973;120;25/02/2012;24;13;2012;620,4;51;55;32;80;62;13;FALSE
128194;472484;90;20/01/2012;5;10;2012;273,9;36;22;35;7;73;5;FALSE
128195;382140;70;19/07/2009;8;7;2009;196,3;20;45;0;2;41;5;FALSE
128203;473061;110;26/01/2012;12;15;2012;295,5;9;15;32;11;15;18;FALSE
128209;481893;33;01/07/2012;13;12;2012;522,4;29;13;48;153;15;2;FALSE
128234;349238;45;11/01/2009;22;13;2009;787,4;67;35;39;51;109;24;FALSE
128240;452247;65;28/03/2011;9;7;2011;462;37;9;23;20;76;17;FALSE
128256;505640;80;11/08/2013;9;9;2013;528,1;41;147;5;63;72;13;FALSE
128262;424280;75;10/05/2010;8;14;2010;528,8;9;1;16;88;4;20;FALSE
128267;348284;35;08/01/2009;6;4;2009;42,2;0;21;2;4;0;3;TRUE
128282;367262;50;22/04/2009;9;7;2009;301,8;26;79;13;7;12;10;FALSE
128284;482617;40;08/07/2012;7;14;2012;439,6;43;61;13;51;17;6;FALSE
128291;359966;73;09/03/2009;15;8;2009;105,7;9;26;2;2;18;4;FALSE
128301;400613;105;21/11/2009;12;8;2009;278,9;15;15;27;28;24;11;FALSE
128303;487626;45;26/09/2012;11;12;2012;255,2;20;11;24;21;23;7;FALSE
128304;446809;93;18/01/2011;25;9;2011;434,4;12;11;12;25;10;25;TRUE
128307;484918;70;06/08/2012;11;19;2012;478;23;120;19;22;47;25;FALSE
128309;461480;45;02/08/2011;12;12;2011;238,8;18;9;7;9;11;9;FALSE
128320;499587;90;30/04/2013;9;13;2013;802,1;39;24;16;83;40;36;TRUE
128334;499493;60;27/04/2013;12;7;2013;897,8;101;80;19;18;105;23;FALSE
128337;428131;105;02/06/2010;13;20;2010;505,9;23;57;78;84;33;17;FALSE
128346;369814;27;05/05/2009;19;8;2009;297,5;19;90;6;10;36;13;FALSE
128348;440295;170;23/10/2010;12;11;2010;71,9;3;35;0;1;5;4;TRUE
128364;481315;30;21/06/2012;10;9;2012;209,7;20;41;13;18;31;5;FALSE
128366;407575;70;10/01/2010;4;8;2010;38,5;0;11;0;10;0;1;FALSE
128370;518434;75;10/09/2014;6;12;2014;502,1;49;21;22;15;21;15;FALSE
128371;355254;30;10/02/2009;8;15;2009;373,7;34;5;30;61;39;3;FALSE
128374;396428;25;26/10/2009;6;5;2009;228,5;6;20;7;7;18;14;TRUE
128387;479131;45;08/05/2012;20;9;2012;246,3;3;73;17;20;1;18;TRUE
128394;372580;60;18/05/2009;13;12;2009;346;34;63;21;14;63;11;FALSE
128395;436156;55;28/08/2010;39;4;2010;730,7;3;2;90;41;1;50;TRUE
128413;499338;80;22/04/2013;14;6;2013;259,3;22;67;6;11;42;9;FALSE
128415;485774;40;21/08/2012;16;8;2012;94,6;7;18;3;2;14;3;FALSE
128416;438696;45;04/10/2010;8;13;2010;274;17;14;51;37;25;8;TRUE
128421;529577;25;21/12/2016;12;5;2016;132,5;5;30;6;5;6;7;TRUE
128428;531171;105;13/04/2017;12;11;2017;288,8;32;11;13;25;42;4;FALSE
128433;388224;140;01/09/2009;25;11;2009;81,5;6;22;9;4;2;3;FALSE
128453;418774;33;02/04/2010;14;8;2010;181,7;16;0;17;14;27;4;FALSE
128460;412672;40;11/02/2010;10;7;2010;221,8;16;93;5;4;15;10;FALSE
128461;383890;125;03/08/2009;13;2;2009;1656,2;6;4;0;94;3;115;TRUE
128475;500329;60;15/05/2013;9;12;2013;613,5;60;16;56;79;97;8;FALSE
128479;482882;30;10/07/2012;8;9;2012;296,1;30;25;26;33;25;4;FALSE
128483;438562;65;01/10/2010;8;8;2010;322,8;13;213;5;13;21;18;TRUE
128501;480288;35;01/06/2012;16;6;2012;719,3;44;11;34;59;86;28;FALSE
128503;500578;40;20/05/2013;8;6;2013;302,6;10;200;3;13;21;18;TRUE
128504;371180;35;10/05/2009;10;9;2009;553;68;110;6;9;137;11;FALSE
128533;455752;110;11/05/2011;15;8;2011;763,9;43;331;27;27;117;39;FALSE
128537;481714;60;27/06/2012;8;9;2012;365,2;23;47;31;77;13;6;FALSE
128538;368100;50;27/04/2009;11;11;2009;358,2;29;36;6;65;14;4;FALSE
128544;417142;43;18/03/2010;12;13;2010;474,2;8;186;8;86;3;21;TRUE
128549;458071;40;06/06/2011;21;9;2011;341,2;19;47;7;77;19;4;FALSE
128551;455845;45;11/05/2011;11;7;2011;75,9;10;9;9;1;19;1;FALSE
128553;370781;40;08/05/2009;16;9;2009;301;16;9;20;65;8;2;FALSE
128554;358195;25;28/02/2009;15;8;2009;359,3;16;89;19;77;7;9;TRUE
128557;465134;35;28/09/2011;13;7;2011;530,5;58;11;16;60;85;6;FALSE
128564;380083;85;03/07/2009;21;7;2009;546,4;55;26;25;89;52;2;FALSE
128591;423730;27;07/05/2010;9;9;2010;174,7;8;64;4;4;13;9;FALSE
128593;389133;70;08/09/2009;6;20;2009;747,6;83;13;8;25;160;17;FALSE
128594;390682;60;17/09/2009;6;19;2009;658,9;50;57;58;35;95;24;FALSE
128642;404444;40;21/12/2009;13;7;2009;381,7;28;154;2;10;77;17;FALSE
128644;479619;70;20/05/2012;19;10;2012;264,9;11;6;18;14;5;14;TRUE
128647;448451;65;08/02/2011;17;15;2011;294,4;25;7;12;25;53;7;FALSE
128651;408910;135;18/01/2010;5;5;2010;137,1;21;4;3;4;25;0;FALSE
128657;426489;75;20/05/2010;15;10;2010;496;39;8;32;69;58;9;FALSE
128661;355039;60;10/02/2009;15;23;2009;164,8;4;5;8;18;7;8;FALSE
128665;348812;65;11/01/2009;7;8;2009;556;61;10;40;61;86;5;FALSE
128667;394873;30;15/10/2009;12;7;2009;171,4;19;6;14;25;27;0;FALSE
